image,item_id,Question,Final Answer,Reasoning,Option a,Option b,Option c,Option d,Language,Question Level,Domain,Subject Domain
english/58.jpg,58,"If the publisher has to pay 761,200 as the printing cost
 for production of a certain quantity of books, then
 what will be the amount of royalty to be paid for these
 books?",c,"The ratio between printing cost and royalty
 = 20 : 15 or 4 : 3.
 Let royalty be denoted by R.
 Then 4: 3 = 61,200 : R
 RX 4 = 61,200 X 3
 R =   61,200 x 3 /4 = Rs. 45,900","Rs. 22,950","Rs. 45,000","Rs. 45,900","Rs. 48,900",english,moderate,Financial Math,
english/59.jpg,59,"If the cost price of the book is ?150, then what is the
 combined printing and binding cost for a single copy
 of the book?",a,"Total printing and binding cost = 20 + 20 = 40%
 Printing and binding cost = 40% of cost price
 = 40% of 150 = Rs. 60",Rs. 60,Rs. 75,Rs. 80,Rs. 72,english,moderate,Financial Math,
english/60.jpg,60,"What is the central angle of t he sector corresponding
 to the expenditure incurred on royalty?",b,"Central angle corresponding to royalty
 =   15% of 360 Â¬âˆ« = 15/100 X 360 = 54Â¬âˆž",48Â¬âˆž,54Â¬âˆž,60Â¬âˆž,72Â¬âˆž,english,moderate,Financial Math,
english/61.jpg,61,"What is the difference between promotion and
 printing cost if we assume that total cost is Rs. 200?",b,"Difference in percentage terms = 20 - 10 = 10%
 Then, 10% of Rs. 200 = Rs. 20",Rs. 10,Rs. 20,Rs. 30,Rs. 24,english,moderate,Financial Math,
english/62.jpg,62,"If 1000 copies are published and the transportation
 cost on them amounts to  15,000, then what should
 be the selling price per book so that the publisher can
 earn a profit of 20%?",c,"To calculate the selling price of a single book, we need to total the cost. Let us calculate that first.
 Transportation cost per book = 15,000/1000 = Rs. 15
 As transportation cost is 10% of total cost, thus
 Rs. 15 = 10% of total cost
 Total cost of printing a copy = 15 X 100/10 = Rs. 150
 Now selling price = total cost + profit
 = 150 + 20 % of 150 = 150 + 30 = 180",Rs. 150,Rs. 160,Rs. 180,Rs. 200,english,moderate,Financial Math,
english/63.jpg,63,"Considering all the four years together, what is the average number of boys who appered from school E?",c,"For 2019
 Number of Boys = 75% of Total students
 Number of Girls = 25% of Total students
 Difference = 75% of TS - 25% of TS = 280
 50% of Total Students = 280
 Total Students = 2 8 0 x - 100 = 560
 Number of boys = 75% of 560 = 420
 Similarly for 2020
 Number of boys and girls is 60% and 40%   that
 come by 100 - 60 
 Difference = 6 0 - 4 0 = 2 0 %
 Difference = 20% of TS = 136
 Total students = 136 X 100. = 680
 Number of boys = 60% of 680 = 408
 For 2021
 Difference = 40% of TS = 264   put directly 
 Total students = 264 X 100 = 660
 Number of boys = 70% of 660 = 462
 For 2022
 Difference = 66% - 34% = 22%   put directly 
 32% of Total students = 224
 TS   that is total students  =   224 x 100 /32 = 700
 Number of boys = 66% of 700 = 462
 Average Number of boys from School E =
   420+408 + 462 +462 /4 =438",424,434,438,455,english,moderate,Basic Statistics,
english/64.jpg,64,"What is the total number of girls who appeared in the
 examination from all the six schools in 2020?",c,"In School A
 Difference = 70% - 30% = 40%
 40% of Total Students = 75
 Total students = 75 X 100/40 = 187.5
 No. of Girls = 30% of 187.5 = 56.25 = 56   apprx. 
 Similarly, in School B
 Percentage of Boys = 48
 Percentage of Girls = 100 - 48 = 52
 Difference = 5 2 - 48 = 4
 4% of Total students = 18
 Total students = 18 X 100/4 = 450
 Girls = 52% of 450 = 234
 School C
 Difference = 10% of Total students = 24
 Total students = 24 X 100 = 240
 No. of Girls = 45% of 240 = 108
 School D
 Difference = 14% of Total students = 84
 Total students = 84 X 100/14 = 600
 No. of Girls = 43% of 600 = 258
 School E
 Difference = 20% of Total students = 136
 Total students = 680
 No. of Girls = 40% of 680 = 272
 School F
 Difference = 12% of Total = 96
 Total = 96 X 100/12 = 800
 Girls = 44% of 800 = 352
 Total No. of Girls in all six schools = 56 + 234
 + 108 + 258 + 272 + 352 = 1280",1364,1386,1280,1414,english,moderate,Basic Statistics,
english/65.jpg,65,"What is the difference between the total numbers of
 students appearing from School B in 2020 and that in
 2022?",a,"Total No. of Students   already calculated in 2nd
 question  = 450
 For Year 2022
 Difference = 60 - 40 = 20%
 20% of Total students = 90
 Total students = 90 X 100 = 450
 Thus, overall difference = 450 - 450 = 0",0,17,29,35,english,moderate,Basic Statistics,
english/66.jpg,66,"What is the ratio of the number of boys who appeared
 from School C in 2019 to the number of girls who
 appeared from school E in 2021?",d,"Given data for 2019   School C 
 Boys = 44%, Girls = 100 - 44 = 56%
 Difference   Boys - Girls  =   56 - 44 % of Total = 60
 12% of Total students = 60
 Total students = 60 X 100- = 500
 No. of Boys = 44% of 500 = 220
 Given d a t a for 2021   School E 
 Now, No. of Boys = 70%
 Girls = 100 - 70 = 30%
 Difference = 70 - 30 = 40%
 40% of total students = 264
 Total students = 264 X 100/40 = 660
 No. of Girls = 30% of 660 = 198
 Now required ratio = 220 : 198 = 10 : 9",5:04,8:07,9:08,10:09,english,moderate,Basic Statistics,
english/67.jpg,67,"In the year 2019, number of students appearing from
 School F is __% more than the number of students
 appearing from School C:",d,"For Year 2019   School F 
 Number of Boys = 44%, Number of Girls
 = 100 - 44 = 56%
 Difference = 56 - 44 = 12%
 12% of Total = 90
 Total students = 90 X 100/12 = 750
 For the Year 2019   School C 
 Number of Boys = 44%
 Number of Girls = 100 - 44 = 56%
 Difference = 56 - 44 = 12%
 12% of Total students = 60
 Total students = 60 X 100/12 = 500
 Now as per question, final difference =
 750 - 500 = 250
 As the comparison is 2019   school C , that num-
 ber will be taken as denominator.
 Percentage = 250/500 X 100 = 50%",40,66.66,20,50,english,moderate,Basic Statistics,
english/68.jpg,68,Which city reported the highest number of positive cases?,b,"City 1: 30 + 15 + 35 + 10 = 90
 City 2: 35 + 10 + 30 + 10 = 85
 City 3: 15 + 5 + 15 + 5 = 40
 City 4: 10 + 5 + 5 + 15 = 35
 Therefore, City 1 reported the highest number
 of positive cases.",city 2,city 1,city 4,city 3,english,moderate,Basic Statistics,
english/69.jpg,69,"What is the percentage of positive cases in City 2
 across all hospitals?   Round to two decimal places ",b,"Total Tests in City 2 = 100 + 50 + 100 + 50
 = 300
 Total Positive Cases in City 2 = 35   A  + 10   B 
 + 30   C  + 10   D  = 85
 Percentage of Positive Cases in City 2
 = 85/300 X 100 = 28.33%",17.50%,28.33%,35.42%,41.67%,english,moderate,Basic Statistics,
english/70.jpg,70,What is the ratio of positive cases in City 1 and City 3?,a,"From the table, we can see:
 City 1 had a total of 30 + 15 + 35 + 10 = 90 positive cases.
 City 3 had a total of 15 + 5 + 15 + 5 = 40 positive cases.
 Thus, the answer is 90: 40 or 9:4",9:04,6:05,9:05,11:04,english,moderate,Basic Statistics,
english/71.jpg,71,What is the percentage of positive cases in City 4?,b,"Total Tests in City 4 = 100 + 50 + 100 + 50
 = 300 tests
 Positive Cases in City 4 = 10 + 5 + 5 + 15
 = 35 cases
 Percentage of Positive Cases =
   Positive Cases / Total Tests  X 100
 Percentage =   35/300  X 100 = 11.67%",16,12,14,15,english,moderate,Basic Statistics,
english/72.jpg,72,"Which hospital has reported maximum number of
 positive cases ?",a,"Look at the positive cases at each hospital :
 Hospital A: 30 + 35 + 15 + 10 = 90
 Hospital B: 15 + 10 + 5 + 5 = 35
 Hospital C: 35 + 30 + 15 + 5 = 85
 Hospital D: 10 + 10 + 5 + 15 = 40
 Therefore, Hospital A has reported the maxi-
 mum number of positive cases",Hospital A,Hospital D,Hospital B,Hospital C,english,moderate,Basic Statistics,
english/73.jpg,73,"If the ratio of literate males to illiterate males of City
 'D' is 11: 7. Then what is the difference between the
 number of literate males and number of illiterate
 males of City 'D'?",d,"Females in City D = 100 -   45 + 25 
 = 100 - 70 = 30%
 30% of total = 3600
 Total in City D = 3600/30 X 100 = 12000
 Males in City D = 45% of 12000 = 45 X 12000/100 = 5400
 Ratio of Literate Males to Illiterate Males = 11: 7
 Literates = 11/18X 5400 = 3300
 Other = 5400 - 3300 = 2100
 Difference = 3300 - 2100 = 1200",900,1050,800,1200,english,moderate,Basic Statistics,
english/74.jpg,74,"Population of City 'C' is what percent less than the
 population of City 'B'?",c,"Total Population of City C   PC 
 If 50% is 8000, then PC = 8000 x 2 = 16000
 Total Population of City B   PB 
 If 15% of City B is 3000, then PB =3000/15%
 = 20000
 Percentage Difference Calculation
 Difference between PB and PC = 20000 - 16000 = 4000.
 Percentage Difference = 4000/20000X 100 = 20%",30.00%,25%,20%,17.50%,english,moderate,Basic Statistics,
english/75.jpg,75,"If the population of City E is anticipated to doubles by
 the year 2035, but the ratio remains same, then what
 will be total of populations of females and transgenders in that year?",d,"ATQ, Number of Transgenders = [100 -  38 + 32 ]% of Total Population of E = 4200,
 Population of E = 4200 X 100/30 = 14000
 Total Population in 2035 = 2 X 14000 = 28000
 As the ratio remains the same, the total of
 females and transgenders in 2035 =   32 + 30 % of 28,000
 = 62% of 28000 = 17,360",16600,18360,17200,17360,english,moderate,Basic Statistics,
english/76.jpg,76,"Female population in City 'C' is how much percent
 less than the sum of male and transgender population
 of City 'D'?",b,"Calculate Female Population of City C
 Total population of City C = 16000   as calculated in a previous question 
 Female percentage in City C = 35%
 Female population in City C = 0.35 X 16000 = 5600.
 Calculate Male and Transgender Population in City D
 Total population of City D = 12000
   from previous calculations .
 Male population in City D = 45% of 12000 = 5400.
 Transgender population in City D = 25% of 12000 = 3000.
 Sum of male and transgender population in
 City D = 5400 + 3000 = 8400.
 Calculate Percentage Difference
 Difference = 8400 - 5600 = 2800.
 Percentage difference = 2800/ 8400 X 100 = 33.33%.",25%,33 x 1/3%,50%,66 x 2/3 %,english,moderate,Basic Statistics,
english/77.jpg,77,"Male population of City 'E' is how much more than
 female population of City 'A'?",d,"Total Population of City E = 4200/[100 -   38 + 32 ] %
 4200/30 x 100 =14,000 
 Male Population of City E = 38% of 14000
 = 5320
 For City A
 Total Population of City A = 2000/[100 -   45 + 30 ] %
 2000/25 x 100 =8,000 
 Female Population of City A = 30% of 8000
 = 2400
 Required Difference = 5320 - 2400 = 2920",2900,2840,2980,2920,english,moderate,Basic Statistics,
english/78.jpg,78,"What is the average population of State B for all the
 years together   in lakhs ?",c,"Average population of State B for all years:Data for State B:  3.2    2002 ,  3.6    2003 ,  3.4    2004 ,  3.8    2005 ,  4.1    2006 ,  4.4    2007 .Calculation: Sum  = 3.2 + 3.6 + 3.4 + 3.8 + 4.1 + 4.4 = 22.5  lakhs.Average:  22.5 / 6 =  3.75  text  lakhs   .",3.5,3.6,3.75,3.8,english,moderate,Basic Statistics,
english/79.jpg,79,"What is the percentage increase in population of State
 A between 2002 and 2003?",c,Data:  4.5    2002  to  4.8    2003 .Calculation:    4.8 - 4.5  /4.5  X  100 =   0.3  /4.5  X  100 =  6.67 %  .,5,5.25,6.67,7.5,english,moderate,Basic Statistics,
english/80.jpg,80,"What was the difference between combined popu-
 lations of all the three states for the years 2004 and
 2005?",c,"1. Combined Population for 2004The populations for states A, B, and C in 2004   in lakhs  are:State A: 5.2State B: 3.4State C: 5.8Total for 2004: 5.2 + 3.4 + 5.8 = 14.4lakhs 2. Combined Population for 2005The populations for states A, B, and C in 2005   in lakhs  are:State A: 5.4State B: 3.8State C: 6.3Total for 2005: 5.4 + 3.8 + 6.3 = 15.5 lakhs 3. Difference CalculationNow, find the difference between the two totals:Difference = 15.5 lakhs - 14.4  lakhs = 1.1 lakhs Since 1 lakh equals 100,000, the difference can also be expressed as 110,000.The difference between the combined populations for 2004 and 2005 is 1.1 lakhs   or 110,000 .","90,000",100000,110000,None of the above,english,moderate,Basic Statistics,
english/81.jpg,81,"What was the average population of al the three
 states in 2006   in lakhs ?",b,Data:  5.8   A  + 4.1   B  + 6.6   C  = 16.5  lakhs.Average:  16.5 / 3 =  5.5  text  lakhs   .,5.5,5.8,6.1,6.3,english,moderate,Basic Statistics,
english/82.jpg,82,"What is the ratio between combined populations of all
 the three states in 2004 and 2005?",c,"Totals:  14.4    2004  and  15.5    2005 .Ratio:  14.4 : 15.5 , which simplifies to  144 : 155 .",155 : 144,144 : 155,144 : 165,165 : 144,english,moderate,Basic Statistics,
english/83.jpg,83,"The number of students who appeared from School
 E in 2004 is approximately what percentage of the
 total number of students who appeared from all the school together in that year",c,Total in 2004:  650 + 760 + 820 + 800 + 780 = 3810 .Calculation:    780  /3810  X  100 = approx   20.47 %  .,16%,18%,20%,25%,english,moderate,Basic Statistics,
english/84.jpg,84,"What is the average number of students who appeared
 from School B for all the years",b,Data:  760 + 740 + 820 + 880 + 840 = 4040 .Average:  4040 / 5 =  808  .,676,787,808,818,english,moderate,Basic Statistics,
english/85.jpg,85,"The number of students who appeared in 2006 from
 School A is what per cent of the total number of students who appeared from School A for al the years together",a,Total for School A:  650 + 700 + 800 + 750 + 850 = 3750 .Calculation:    800  /3750  X  100 = approx   21.33 %  .,25.25,21.33,22.45,23.45,english,moderate,Basic Statistics,
english/86.jpg,86,"What is the ratio between the total number of students who appeared in 2004 and 2005 from Schools C and D, respectively",a,"1. Identify Values from the TableBased on the table ""Number of candidates who appeared from five schools"":School C:Appeared in 2004: 820Appeared in 2005: 860School D:Appeared in 2004: 800Appeared in 2005: 7802. Calculate Total for Each SchoolNext, we sum the 2004 and 2005 values for each school:Total for School C: 820 + 860 = 1680Total for School D: 800 + 780 = 1580 3. Calculate the RatioThe required ratio is the total from School C to the total from School D: Ratio = 1680 : 1580 To simplify this, we can divide both numbers by their Greatest Common Factor   GCF , which is 20:1680   20 = 84. 1580   20 = 79. The final ratio is 84:79.",84 : 79,79 :84,84 : 89,89 : 84,english,moderate,Basic Statistics,
